DOI,DOI_links
10.4028/www.scientific.net/SSP.124-126.399,http://dx.doi.org/10.4028/www.scientific.net/SSP.124-126.399
10.4028/www.scientific.net/MSF.546-549.761,http://dx.doi.org/10.4028/www.scientific.net/MSF.546-549.761
10.1007/s10800-006-9239-3,http://dx.doi.org/10.1007/s10800-006-9239-3
10.1016/j.electacta.2006.08.071,http://dx.doi.org/10.1016/j.electacta.2006.08.071
10.1016/j.jpowsour.2006.10.050,http://dx.doi.org/10.1016/j.jpowsour.2006.10.050
10.1016/j.jpowsour.2006.10.084,http://dx.doi.org/10.1016/j.jpowsour.2006.10.084
10.1016/j.jpowsour.2006.09.112,http://dx.doi.org/10.1016/j.jpowsour.2006.09.112
10.1021/ef0602628,http://dx.doi.org/10.1021/ef0602628
10.1007/s11665-007-9037-z,http://dx.doi.org/10.1007/s11665-007-9037-z
10.1021/ed084p674,http://dx.doi.org/10.1021/ed084p674
10.1016/j.jpowsour.2006.12.064,http://dx.doi.org/10.1016/j.jpowsour.2006.12.064
10.1016/j.electacta.2007.02.063,http://dx.doi.org/10.1016/j.electacta.2007.02.063
10.1016/j.jhazmat.2006.09.027,http://dx.doi.org/10.1016/j.jhazmat.2006.09.027
10.1016/j.jpowsour.2007.03.001,http://dx.doi.org/10.1016/j.jpowsour.2007.03.001
10.1016/j.jpowsour.2007.01.096,http://dx.doi.org/10.1016/j.jpowsour.2007.01.096
10.1063/1.2742283,http://dx.doi.org/10.1063/1.2742283
10.1016/j.jpowsour.2007.02.090,http://dx.doi.org/10.1016/j.jpowsour.2007.02.090
10.1016/j.apsusc.2007.03.052,http://dx.doi.org/10.1016/j.apsusc.2007.03.052
10.1063/1.2771050,http://dx.doi.org/10.1063/1.2771050
10.1111/j.1551-2916.2007.01902.x,http://dx.doi.org/10.1111/j.1551-2916.2007.01902.x
10.1016/j.jpowsour.2007.04.092,http://dx.doi.org/10.1016/j.jpowsour.2007.04.092
10.1016/j.elecom.2007.08.016,http://dx.doi.org/10.1016/j.elecom.2007.08.016
10.1016/j.hydromet.2007.08.008,http://dx.doi.org/10.1016/j.hydromet.2007.08.008
10.1016/j.wasman.2007.03.020,http://dx.doi.org/10.1016/j.wasman.2007.03.020
10.1108/13552540810877987,http://dx.doi.org/10.1108/13552540810877987
10.1149/1.2799745,http://dx.doi.org/10.1149/1.2799745
10.1149/1.2932056,http://dx.doi.org/10.1149/1.2932056
10.1108/00035590810903827,http://dx.doi.org/10.1108/00035590810903827
10.4028/www.scientific.net/MSF.587-588.763,http://dx.doi.org/10.4028/www.scientific.net/MSF.587-588.763
10.1016/j.jpowsour.2007.10.048,http://dx.doi.org/10.1016/j.jpowsour.2007.10.048
10.1007/s10800-007-9422-1,http://dx.doi.org/10.1007/s10800-007-9422-1
10.1063/1.2888176,http://dx.doi.org/10.1063/1.2888176
10.1016/j.synthmet.2008.01.008,http://dx.doi.org/10.1016/j.synthmet.2008.01.008
10.1016/j.jpowsour.2008.01.026,http://dx.doi.org/10.1016/j.jpowsour.2008.01.026
10.1016/j.jpowsour.2007.12.088,http://dx.doi.org/10.1016/j.jpowsour.2007.12.088
10.1016/j.elecom.2008.02.037,http://dx.doi.org/10.1016/j.elecom.2008.02.037
10.1016/j.ceramint.2007.09.035,http://dx.doi.org/10.1016/j.ceramint.2007.09.035
10.1016/j.electacta.2008.01.056,http://dx.doi.org/10.1016/j.electacta.2008.01.056
10.1016/j.electacta.2008.02.087,http://dx.doi.org/10.1016/j.electacta.2008.02.087
10.1016/j.tsf.2008.06.025,http://dx.doi.org/10.1016/j.tsf.2008.06.025
10.2320/matertrans.MRA2008164,http://dx.doi.org/10.2320/matertrans.MRA2008164
10.1016/j.jpowsour.2008.05.043,http://dx.doi.org/10.1016/j.jpowsour.2008.05.043
10.3365/met.mat.2008.10.655,http://dx.doi.org/10.3365/met.mat.2008.10.655
10.1016/j.jpowsour.2008.01.004,http://dx.doi.org/10.1016/j.jpowsour.2008.01.004
10.1016/j.jpowsour.2008.04.081,http://dx.doi.org/10.1016/j.jpowsour.2008.04.081
10.1021/cm800632f,http://dx.doi.org/10.1021/cm800632f
10.1016/j.jpcs.2008.06.132,http://dx.doi.org/10.1016/j.jpcs.2008.06.132
10.1007/s11771-008-0140-6,http://dx.doi.org/10.1007/s11771-008-0140-6
10.1016/j.surfcoat.2008.06.137,http://dx.doi.org/10.1016/j.surfcoat.2008.06.137
10.1149/1.3211954,http://dx.doi.org/10.1149/1.3211954
10.1007/s10800-008-9637-9,http://dx.doi.org/10.1007/s10800-008-9637-9
10.1108/00035590911000278,http://dx.doi.org/10.1108/00035590911000278
10.1109/IITA.2009.487,http://dx.doi.org/10.1109/IITA.2009.487
10.1109/IITA.2009.485,http://dx.doi.org/10.1109/IITA.2009.485
10.1109/IFITA.2009.118,http://dx.doi.org/10.1109/IFITA.2009.118
10.1109/IFITA.2009.113,http://dx.doi.org/10.1109/IFITA.2009.113
10.1109/IFCSTA.2009.313,http://dx.doi.org/10.1109/IFCSTA.2009.313
10.1109/ICEET.2009.621,http://dx.doi.org/10.1109/ICEET.2009.621
10.1109/IRPS.2009.5173233,http://dx.doi.org/10.1109/IRPS.2009.5173233
10.1007/s11172-010-0005-7,http://dx.doi.org/10.1007/s11172-010-0005-7
10.1007/s11581-008-0244-x,http://dx.doi.org/10.1007/s11581-008-0244-x
10.1016/j.jpowsour.2008.10.134,http://dx.doi.org/10.1016/j.jpowsour.2008.10.134
10.1002/maco.200805058,http://dx.doi.org/10.1002/maco.200805058
10.1016/j.jpowsour.2008.11.054,http://dx.doi.org/10.1016/j.jpowsour.2008.11.054
10.1016/j.hydromet.2008.10.001,http://dx.doi.org/10.1016/j.hydromet.2008.10.001
10.1021/ef800848p,http://dx.doi.org/10.1021/ef800848p
10.1016/j.elecom.2009.01.018,http://dx.doi.org/10.1016/j.elecom.2009.01.018
10.1007/s11434-009-0126-2,http://dx.doi.org/10.1007/s11434-009-0126-2
10.1007/s11771-009-0040-4,http://dx.doi.org/10.1007/s11771-009-0040-4
10.1002/clen.200900031,http://dx.doi.org/10.1002/clen.200900031
10.1016/j.hydromet.2008.12.010,http://dx.doi.org/10.1016/j.hydromet.2008.12.010
10.1016/j.jallcom.2008.09.055,http://dx.doi.org/10.1016/j.jallcom.2008.09.055
10.1016/j.jallcom.2008.10.077,http://dx.doi.org/10.1016/j.jallcom.2008.10.077
10.1016/j.synthmet.2009.01.037,http://dx.doi.org/10.1016/j.synthmet.2009.01.037
10.1002/maco.200805141,http://dx.doi.org/10.1002/maco.200805141
10.1016/j.hydromet.2009.01.004,http://dx.doi.org/10.1016/j.hydromet.2009.01.004
10.1016/j.jallcom.2009.01.013,http://dx.doi.org/10.1016/j.jallcom.2009.01.013
10.1016/j.hydromet.2009.02.008,http://dx.doi.org/10.1016/j.hydromet.2009.02.008
10.1016/j.electacta.2009.02.072,http://dx.doi.org/10.1016/j.electacta.2009.02.072
10.5796/electrochemistry.77.604,http://dx.doi.org/10.5796/electrochemistry.77.604
10.5006/1.3319157,http://dx.doi.org/10.5006/1.3319157
10.1016/j.jhazmat.2009.01.083,http://dx.doi.org/10.1016/j.jhazmat.2009.01.083
10.1061/(ASCE)EE.1943-7870.0000039,http://dx.doi.org/10.1061/(ASCE)EE.1943-7870.0000039
10.1016/j.corsci.2009.05.039,http://dx.doi.org/10.1016/j.corsci.2009.05.039
10.1016/j.jpowsour.2009.02.082,http://dx.doi.org/10.1016/j.jpowsour.2009.02.082
10.1007/s10832-008-9472-8,http://dx.doi.org/10.1007/s10832-008-9472-8
10.1016/j.hydromet.2009.07.005,http://dx.doi.org/10.1016/j.hydromet.2009.07.005
10.1016/j.elecom.2009.08.001,http://dx.doi.org/10.1016/j.elecom.2009.08.001
10.1016/j.corsci.2009.06.036,http://dx.doi.org/10.1016/j.corsci.2009.06.036
10.5229/JKES.2009.12.4.342,http://dx.doi.org/10.5229/JKES.2009.12.4.342
10.1016/j.elecom.2009.09.028,http://dx.doi.org/10.1016/j.elecom.2009.09.028
10.1016/j.jhazmat.2009.06.068,http://dx.doi.org/10.1016/j.jhazmat.2009.06.068
10.1016/j.partic.2009.04.012,http://dx.doi.org/10.1016/j.partic.2009.04.012
10.1016/j.jpowsour.2009.06.054,http://dx.doi.org/10.1016/j.jpowsour.2009.06.054
10.1016/j.corsci.2009.08.027,http://dx.doi.org/10.1016/j.corsci.2009.08.027
10.1080/07366290903409043,http://dx.doi.org/10.1080/07366290903409043
10.1016/j.ssc.2009.10.042,http://dx.doi.org/10.1016/j.ssc.2009.10.042
10.1590/S0100-40422010000900024,http://dx.doi.org/10.1590/S0100-40422010000900024
10.4028/www.scientific.net/MSF.663-665.596,http://dx.doi.org/10.4028/www.scientific.net/MSF.663-665.596
10.1149/1.3506339,http://dx.doi.org/10.1149/1.3506339
10.1149/1.3506338,http://dx.doi.org/10.1149/1.3506338
10.1149/1.3506337,http://dx.doi.org/10.1149/1.3506337
10.1149/1.3247540,http://dx.doi.org/10.1149/1.3247540
10.1155/2010/659434,http://dx.doi.org/10.1155/2010/659434
10.4028/www.scientific.net/AMR.113-116.2224,http://dx.doi.org/10.4028/www.scientific.net/AMR.113-116.2224
10.1149/1.3294846,http://dx.doi.org/10.1149/1.3294846
10.4028/www.scientific.net/MSF.658.69,http://dx.doi.org/10.4028/www.scientific.net/MSF.658.69
10.1016/j.jhazmat.2009.08.063,http://dx.doi.org/10.1016/j.jhazmat.2009.08.063
10.5229/JKES.2010.13.1.045,http://dx.doi.org/10.5229/JKES.2010.13.1.045
10.1016/j.jcis.2009.10.034,http://dx.doi.org/10.1016/j.jcis.2009.10.034
10.1016/j.materresbull.2009.06.020,http://dx.doi.org/10.1016/j.materresbull.2009.06.020
10.1007/BF03245872,http://dx.doi.org/10.1007/BF03245872
10.3866/PKU.WHXB20100231,http://dx.doi.org/10.3866/PKU.WHXB20100231
10.1016/j.hydromet.2010.02.011,http://dx.doi.org/10.1016/j.hydromet.2010.02.011
10.1016/j.hydromet.2010.02.012,http://dx.doi.org/10.1016/j.hydromet.2010.02.012
10.1016/j.jallcom.2010.02.174,http://dx.doi.org/10.1016/j.jallcom.2010.02.174
10.1016/S1003-6326(10)60058-1,http://dx.doi.org/10.1016/S1003-6326(10)60058-1
10.1088/0031-8949/2010/T139/014014,http://dx.doi.org/10.1088/0031-8949/2010/T139/014014
10.1063/1.3427222,http://dx.doi.org/10.1063/1.3427222
10.1021/nn901391q,http://dx.doi.org/10.1021/nn901391q
10.1016/j.ijhydene.2010.03.039,http://dx.doi.org/10.1016/j.ijhydene.2010.03.039
10.1016/j.jpowsour.2009.12.137,http://dx.doi.org/10.1016/j.jpowsour.2009.12.137
10.1016/j.ijhydene.2010.04.143,http://dx.doi.org/10.1016/j.ijhydene.2010.04.143
10.1016/j.electacta.2010.05.041,http://dx.doi.org/10.1016/j.electacta.2010.05.041
10.1016/j.hydromet.2010.05.007,http://dx.doi.org/10.1016/j.hydromet.2010.05.007
10.1016/j.electacta.2010.06.005,http://dx.doi.org/10.1016/j.electacta.2010.06.005
10.1016/j.ecoenv.2010.06.024,http://dx.doi.org/10.1016/j.ecoenv.2010.06.024
10.3866/PKU.WHXB20100935,http://dx.doi.org/10.3866/PKU.WHXB20100935
10.1063/1.3486058,http://dx.doi.org/10.1063/1.3486058
10.1016/j.electacta.2010.06.075,http://dx.doi.org/10.1016/j.electacta.2010.06.075
10.1007/s11771-010-0579-0,http://dx.doi.org/10.1007/s11771-010-0579-0
10.3724/SP.J.1037.2010.00201,http://dx.doi.org/10.3724/SP.J.1037.2010.00201
10.1016/j.mseb.2010.07.014,http://dx.doi.org/10.1016/j.mseb.2010.07.014
10.1016/j.ijhydene.2010.08.078,http://dx.doi.org/10.1016/j.ijhydene.2010.08.078
10.1016/j.hydromet.2010.07.004,http://dx.doi.org/10.1016/j.hydromet.2010.07.004
10.1016/j.electacta.2010.07.033,http://dx.doi.org/10.1016/j.electacta.2010.07.033
10.1016/j.surfcoat.2010.09.029,http://dx.doi.org/10.1016/j.surfcoat.2010.09.029
10.1016/j.electacta.2010.09.076,http://dx.doi.org/10.1016/j.electacta.2010.09.076
10.2166/ws.2011.032,http://dx.doi.org/10.2166/ws.2011.032
10.4028/www.scientific.net/AMR.284-286.1661,http://dx.doi.org/10.4028/www.scientific.net/AMR.284-286.1661
10.4028/www.scientific.net/AMR.189-193.1036,http://dx.doi.org/10.4028/www.scientific.net/AMR.189-193.1036
10.1016/j.jpowsour.2010.06.028,http://dx.doi.org/10.1016/j.jpowsour.2010.06.028
10.1016/j.memsci.2010.09.049,http://dx.doi.org/10.1016/j.memsci.2010.09.049
10.1039/c1jm13256c,http://dx.doi.org/10.1039/c1jm13256c
10.1039/c0jm04465b,http://dx.doi.org/10.1039/c0jm04465b
10.1179/2042645311Y.0000000008,http://dx.doi.org/10.1179/2042645311Y.0000000008
10.1155/2011/158065,http://dx.doi.org/10.1155/2011/158065
10.4028/www.scientific.net/AMM.43.748,http://dx.doi.org/10.4028/www.scientific.net/AMM.43.748
10.4028/www.scientific.net/AMR.214.296,http://dx.doi.org/10.4028/www.scientific.net/AMR.214.296
10.4028/www.scientific.net/AMR.239-242.590,http://dx.doi.org/10.4028/www.scientific.net/AMR.239-242.590
10.1002/aenm.201000010,http://dx.doi.org/10.1002/aenm.201000010
10.1179/174328409X459248,http://dx.doi.org/10.1179/174328409X459248
10.1080/17458080.2010.487228,http://dx.doi.org/10.1080/17458080.2010.487228
10.1149/1.3528933,http://dx.doi.org/10.1149/1.3528933
10.4028/www.scientific.net/AMR.146-147.691,http://dx.doi.org/10.4028/www.scientific.net/AMR.146-147.691
10.4028/www.scientific.net/AMR.146-147.288,http://dx.doi.org/10.4028/www.scientific.net/AMR.146-147.288
10.4028/www.scientific.net/AMR.194-196.882,http://dx.doi.org/10.4028/www.scientific.net/AMR.194-196.882
10.4028/www.scientific.net/MSF.686.107,http://dx.doi.org/10.4028/www.scientific.net/MSF.686.107
10.4028/www.scientific.net/AMR.284-286.581,http://dx.doi.org/10.4028/www.scientific.net/AMR.284-286.581
10.4028/www.scientific.net/AMR.335-336.1358,http://dx.doi.org/10.4028/www.scientific.net/AMR.335-336.1358
10.4028/www.scientific.net/AMR.239-242.1184,http://dx.doi.org/10.4028/www.scientific.net/AMR.239-242.1184
10.4028/www.scientific.net/AMR.306-307.1619,http://dx.doi.org/10.4028/www.scientific.net/AMR.306-307.1619
10.1016/j.jpowsour.2010.08.009,http://dx.doi.org/10.1016/j.jpowsour.2010.08.009
10.1021/jp110308b,http://dx.doi.org/10.1021/jp110308b
10.1016/j.ssi.2010.12.009,http://dx.doi.org/10.1016/j.ssi.2010.12.009
10.1016/j.jpowsour.2010.09.065,http://dx.doi.org/10.1016/j.jpowsour.2010.09.065
10.1007/s10904-010-9416-z,http://dx.doi.org/10.1007/s10904-010-9416-z
10.1134/S207020511102002X,http://dx.doi.org/10.1134/S207020511102002X
10.1016/j.jallcom.2010.12.204,http://dx.doi.org/10.1016/j.jallcom.2010.12.204
10.1007/s12598-011-0217-5,http://dx.doi.org/10.1007/s12598-011-0217-5
10.1016/j.jpowsour.2010.12.047,http://dx.doi.org/10.1016/j.jpowsour.2010.12.047
10.1016/j.enconman.2010.11.001,http://dx.doi.org/10.1016/j.enconman.2010.11.001
10.1016/j.electacta.2011.01.006,http://dx.doi.org/10.1016/j.electacta.2011.01.006
10.1016/j.electacta.2011.01.119,http://dx.doi.org/10.1016/j.electacta.2011.01.119
10.1007/s10800-011-0264-5,http://dx.doi.org/10.1007/s10800-011-0264-5
10.1016/j.synthmet.2011.02.007,http://dx.doi.org/10.1016/j.synthmet.2011.02.007
10.1016/j.electacta.2011.03.082,http://dx.doi.org/10.1016/j.electacta.2011.03.082
10.1016/j.jpowsour.2011.01.095,http://dx.doi.org/10.1016/j.jpowsour.2011.01.095
10.1016/S1002-0721(10)60499-1,http://dx.doi.org/10.1016/S1002-0721(10)60499-1
10.1007/s11434-011-4535-7,http://dx.doi.org/10.1007/s11434-011-4535-7
10.1016/j.electacta.2011.03.094,http://dx.doi.org/10.1016/j.electacta.2011.03.094
10.1016/j.ijhydene.2011.04.128,http://dx.doi.org/10.1016/j.ijhydene.2011.04.128
10.1016/S1003-6326(11)60912-6,http://dx.doi.org/10.1016/S1003-6326(11)60912-6
10.1016/S1003-6326(11)60900-X,http://dx.doi.org/10.1016/S1003-6326(11)60900-X
10.1016/j.electacta.2011.04.111,http://dx.doi.org/10.1016/j.electacta.2011.04.111
10.1016/j.desal.2011.03.011,http://dx.doi.org/10.1016/j.desal.2011.03.011
10.1016/j.jpowsour.2011.03.025,http://dx.doi.org/10.1016/j.jpowsour.2011.03.025
10.1007/s10800-011-0328-6,http://dx.doi.org/10.1007/s10800-011-0328-6
10.1016/j.elecom.2011.04.011,http://dx.doi.org/10.1016/j.elecom.2011.04.011
10.1016/S1005-0302(11)60143-6,http://dx.doi.org/10.1016/S1005-0302(11)60143-6
10.1039/c1ee01942b,http://dx.doi.org/10.1039/c1ee01942b
10.1016/j.corsci.2011.07.039,http://dx.doi.org/10.1016/j.corsci.2011.07.039
10.1016/j.tca.2011.09.012,http://dx.doi.org/10.1016/j.tca.2011.09.012
10.1016/j.jpowsour.2011.08.060,http://dx.doi.org/10.1016/j.jpowsour.2011.08.060
10.1021/es201744t,http://dx.doi.org/10.1021/es201744t
10.4028/www.scientific.net/MSF.704-705.989,http://dx.doi.org/10.4028/www.scientific.net/MSF.704-705.989
10.4028/www.scientific.net/AMM.117-119.1048,http://dx.doi.org/10.4028/www.scientific.net/AMM.117-119.1048
10.1149/2.023207jes,http://dx.doi.org/10.1149/2.023207jes
10.1039/c2jm33315e,http://dx.doi.org/10.1039/c2jm33315e
10.1039/c2jm31776a,http://dx.doi.org/10.1039/c2jm31776a
10.1002/cssc.201100530,http://dx.doi.org/10.1002/cssc.201100530
10.1039/c2cc33771a,http://dx.doi.org/10.1039/c2cc33771a
10.1002/anie.201106307,http://dx.doi.org/10.1002/anie.201106307
10.1007/s11771-012-0965-x,http://dx.doi.org/10.1007/s11771-012-0965-x
10.1016/j.electacta.2011.10.042,http://dx.doi.org/10.1016/j.electacta.2011.10.042
10.1149/2.055204jes,http://dx.doi.org/10.1149/2.055204jes
10.1524/zpch.2012.0152,http://dx.doi.org/10.1524/zpch.2012.0152
10.1590/S0100-40422012000100016,http://dx.doi.org/10.1590/S0100-40422012000100016
10.4028/www.scientific.net/AMM.117-119.1036,http://dx.doi.org/10.4028/www.scientific.net/AMM.117-119.1036
10.1039/c2ce25220a,http://dx.doi.org/10.1039/c2ce25220a
10.4028/www.scientific.net/KEM.519.41,http://dx.doi.org/10.4028/www.scientific.net/KEM.519.41
10.1149/2.030211jes,http://dx.doi.org/10.1149/2.030211jes
10.4028/www.scientific.net/AMR.402.452,http://dx.doi.org/10.4028/www.scientific.net/AMR.402.452
10.4028/www.scientific.net/MSF.722.17,http://dx.doi.org/10.4028/www.scientific.net/MSF.722.17
10.4028/www.scientific.net/AMR.347-353.3621,http://dx.doi.org/10.4028/www.scientific.net/AMR.347-353.3621
10.4028/www.scientific.net/AMR.396-398.1725,http://dx.doi.org/10.4028/www.scientific.net/AMR.396-398.1725
10.4028/www.scientific.net/AMR.396-398.18,http://dx.doi.org/10.4028/www.scientific.net/AMR.396-398.18
10.4028/www.scientific.net/AMR.460.300,http://dx.doi.org/10.4028/www.scientific.net/AMR.460.300
10.1149/2.038212jes,http://dx.doi.org/10.1149/2.038212jes
10.4028/www.scientific.net/AMR.468-471.1585,http://dx.doi.org/10.4028/www.scientific.net/AMR.468-471.1585
10.1149/1.4729106,http://dx.doi.org/10.1149/1.4729106
10.4028/www.scientific.net/AMM.178-181.1012,http://dx.doi.org/10.4028/www.scientific.net/AMM.178-181.1012
10.4028/www.scientific.net/AMR.512-515.186,http://dx.doi.org/10.4028/www.scientific.net/AMR.512-515.186
10.4028/www.scientific.net/AMR.581-582.1115,http://dx.doi.org/10.4028/www.scientific.net/AMR.581-582.1115
10.1149/2.012201eel,http://dx.doi.org/10.1149/2.012201eel
10.1016/j.jpowsour.2011.09.076,http://dx.doi.org/10.1016/j.jpowsour.2011.09.076
10.1016/j.biortech.2011.12.013,http://dx.doi.org/10.1016/j.biortech.2011.12.013
10.1016/j.jallcom.2011.10.055,http://dx.doi.org/10.1016/j.jallcom.2011.10.055
10.1016/j.surfcoat.2011.11.036,http://dx.doi.org/10.1016/j.surfcoat.2011.11.036
10.1016/j.matchar.2012.01.003,http://dx.doi.org/10.1016/j.matchar.2012.01.003
10.1016/j.electacta.2012.01.036,http://dx.doi.org/10.1016/j.electacta.2012.01.036
10.1007/s10008-011-1559-5,http://dx.doi.org/10.1007/s10008-011-1559-5
10.1016/j.biortech.2012.02.133,http://dx.doi.org/10.1016/j.biortech.2012.02.133
10.1007/s00244-011-9737-0,http://dx.doi.org/10.1007/s00244-011-9737-0
10.1002/maco.201005955,http://dx.doi.org/10.1002/maco.201005955
10.1016/j.electacta.2012.03.004,http://dx.doi.org/10.1016/j.electacta.2012.03.004
10.1016/j.electacta.2012.03.001,http://dx.doi.org/10.1016/j.electacta.2012.03.001
10.1016/j.hydromet.2012.01.009,http://dx.doi.org/10.1016/j.hydromet.2012.01.009
10.1016/j.electacta.2012.03.160,http://dx.doi.org/10.1016/j.electacta.2012.03.160
10.1179/0020296712Z.00000000033,http://dx.doi.org/10.1179/0020296712Z.00000000033
10.1007/s10800-012-0422-4,http://dx.doi.org/10.1007/s10800-012-0422-4
10.1002/er.1847,http://dx.doi.org/10.1002/er.1847
10.1016/S1003-6326(11)61389-7,http://dx.doi.org/10.1016/S1003-6326(11)61389-7
10.1016/S1003-6326(11)61375-7,http://dx.doi.org/10.1016/S1003-6326(11)61375-7
10.1016/j.jpowsour.2012.03.021,http://dx.doi.org/10.1016/j.jpowsour.2012.03.021
10.1016/j.hydromet.2012.04.012,http://dx.doi.org/10.1016/j.hydromet.2012.04.012
10.1016/j.marpolbul.2012.06.017,http://dx.doi.org/10.1016/j.marpolbul.2012.06.017
10.1016/j.electacta.2012.06.074,http://dx.doi.org/10.1016/j.electacta.2012.06.074
10.1007/s11051-012-1206-9,http://dx.doi.org/10.1007/s11051-012-1206-9
10.1016/j.wasman.2012.05.008,http://dx.doi.org/10.1016/j.wasman.2012.05.008
10.1016/j.optlastec.2012.01.036,http://dx.doi.org/10.1016/j.optlastec.2012.01.036
10.1002/aenm.201200349,http://dx.doi.org/10.1002/aenm.201200349
10.1016/j.hydromet.2012.08.003,http://dx.doi.org/10.1016/j.hydromet.2012.08.003
10.1016/j.jpowsour.2012.07.024,http://dx.doi.org/10.1016/j.jpowsour.2012.07.024
10.1016/j.electacta.2012.08.034,http://dx.doi.org/10.1016/j.electacta.2012.08.034
10.1016/j.orgel.2012.09.012,http://dx.doi.org/10.1016/j.orgel.2012.09.012
10.3139/146.110817,http://dx.doi.org/10.3139/146.110817
10.1166/jnn.2012.6747,http://dx.doi.org/10.1166/jnn.2012.6747
10.3724/SP.J.1037.2012.00309,http://dx.doi.org/10.3724/SP.J.1037.2012.00309
10.1016/j.electacta.2012.08.111,http://dx.doi.org/10.1016/j.electacta.2012.08.111
10.1039/c3cp50349f,http://dx.doi.org/10.1039/c3cp50349f
10.1039/c3nr00300k,http://dx.doi.org/10.1039/c3nr00300k
10.1149/2.008302jes,http://dx.doi.org/10.1149/2.008302jes
10.1149/2.007306jes,http://dx.doi.org/10.1149/2.007306jes
10.1149/2.024301jes,http://dx.doi.org/10.1149/2.024301jes
10.1039/c3ta13137h,http://dx.doi.org/10.1039/c3ta13137h
10.1149/05330.0265ecst,http://dx.doi.org/10.1149/05330.0265ecst
10.1149/2.024310jss,http://dx.doi.org/10.1149/2.024310jss
10.2428/ecea.2013.20(04)054,http://dx.doi.org/10.2428/ecea.2013.20(04)054
10.1016/j.cej.2012.10.026,http://dx.doi.org/10.1016/j.cej.2012.10.026
10.1116/1.4738749,http://dx.doi.org/10.1116/1.4738749
10.1149/2.008302eel,http://dx.doi.org/10.1149/2.008302eel
10.4028/www.scientific.net/AMR.608-609.1342,http://dx.doi.org/10.4028/www.scientific.net/AMR.608-609.1342
10.4028/www.scientific.net/AMR.608-609.1017,http://dx.doi.org/10.4028/www.scientific.net/AMR.608-609.1017
10.1149/2.006309eel,http://dx.doi.org/10.1149/2.006309eel
10.1039/c3ra41069b,http://dx.doi.org/10.1039/c3ra41069b
10.1039/c3cp53154f,http://dx.doi.org/10.1039/c3cp53154f
10.1149/04529.0105ecst,http://dx.doi.org/10.1149/04529.0105ecst
10.1039/c3tc30789a,http://dx.doi.org/10.1039/c3tc30789a
10.1155/2013/538462,http://dx.doi.org/10.1155/2013/538462
10.1149/2.016309jes,http://dx.doi.org/10.1149/2.016309jes
10.4028/www.scientific.net/AMR.634-638.1718,http://dx.doi.org/10.4028/www.scientific.net/AMR.634-638.1718
10.1039/c3ra43045f,http://dx.doi.org/10.1039/c3ra43045f
10.4028/www.scientific.net/AMR.724-725.1374,http://dx.doi.org/10.4028/www.scientific.net/AMR.724-725.1374
10.4028/www.scientific.net/AMR.724-725.813,http://dx.doi.org/10.4028/www.scientific.net/AMR.724-725.813
10.4028/www.scientific.net/AMR.724-725.808,http://dx.doi.org/10.4028/www.scientific.net/AMR.724-725.808
10.1088/1742-6596/476/1/012085,http://dx.doi.org/10.1088/1742-6596/476/1/012085
10.1063/1.4849252,http://dx.doi.org/10.1063/1.4849252
